SN,Yr_disclosure,Regions,Codes,Number_of_StudR,Number_of_StudE,Student_participation_rates_to_ODC,Number_of_student_participating_ODC,Employed_students_to_CEA,Number_of_Departments_participating_ODC,Number_of_CEA,Difference_of_lecture_sizeclass,sizeclass_equal_under30,sizeclass_over30,ShannonD_for_lecture_credits,ShannonD_for_major_credits,Evenness_for_major_credits,Number_of_students_for_major_credits,ShannonD_for_liberal_credits,Evenness_for_liberal_credits,Number_of_students_for_liberal_credits,Number_of_capstone_students,Capstone_funds,TPTC_per_1K,TPTC,Number_of_volunteer_CL/PG_per_1K,Number_of_volunteer_CL/PG_students,Number_of_volunteer_CL/PG,Rates_of_volunteer_CL/PG_students_to_total_students,Library_literature_per_student,Library_spenditure_per_student,Number_of_StudE_per_faculty,Number_of_StudR_per_faculty,Number_of_entrepreneurship_CL_students,Number_of_entrepreneurship_PG_students,Number_of_entrepreneurship_CLPG_totalstudents,Number_of_entrepreneurship_faculty,entrepreneurship_funds(college),entrepreneurship_funds(business),startup_funds,fund_per_ntrepreneurship_student,startup_supporting_fund,Rates_of_faculty(StudE),Rates_of_faculty(StudR),Faculty_book_publications,factulty_paper_publications,Land_rates(StudE),Land_rates(StudR),Building_rates(StudE),Building_rates(StudR),Total_funds_of_financial_supports,Number_of_financial_support_projects,Total_GF,Number_of_GF_projects,Total_LGF,Number_of_LGF_projects,Financial_supports_per_StudE,Income_of_CIC,total_income_of_CIC,Educational_supports_fee_per_StudE,total_educational_support_fee,total_scholarship_outside,national_scholarship,total_scholarship_inside,disaster_scholaship,total_scholarship,scholarship_per_StudE,Registered_faculty_class_credits,Contract_based_faculty_class credits,Registered_faculty_credit_ratio,Contract_based_faculty_credit_ratio,Total_credits,Average_graduated_scores,Average_graduated_scores_100,Graduate_ShannonD,Graduate_evenness,Number_of_graduates,Number_of_employed,Number_of_exceptions_employment,Freelance,Founders,Industry_faculty_hired,Industry_faculty_designated,Industry_faculty_contract,Industry_faculty_career_less5yr,Industry_faculty_career_over5yr,Ind_facult_over_to_under,Industry_faculty_per_1K,Over5yr_ratio_per_1K,Safety_faculty_ratio,Safety_manage_budget_SCI,Safety_manage_budget_spenditure,Employment_rates
251,2020,15_Chonbuk,C128,1550,1899,2.21,42,9,1,9,0.346,885,306,1.864,1.786,0.813,25077,1.942,0.884,3858,36,1656000,63.718,121,5.793,365,11,0.192,45.3,24618.8,29.81,36.52,65,37,102,2,864000,0,864000,8470.588,0,69.33,57.78,0.058,0,428.1,441.9,121.4,125.3,4579748190,19,3831962000,7,747786190,12,2411663.081,79846000,1130546413,10307140.6,20109231301,4893588136,4841782436,1647350464,0,6540938600,3444412.1,1322.5,1662,0.443,0.557,2984.5,3.4,86.11,1.539,0.701,817,438,111,5,21,0,0,1,0.231,0.769,333.333,0.527,175.531,50,37192000,92.98,72.6
252,2020,15_Chonbuk,C129,1354,1214,0,0,0,0,0,0.277,617,171,2.005,1.97,0.897,16675,2.039,0.928,2347,0,0,0,0,3.295,217,4,0.179,33.5,3235.5,38.69,34.69,0,0,0,0,0,0,0,0,0,51.47,57.38,0.033,0.114,458.3,507.4,182.5,202,0,0,0,0,0,0,0,7609870,8150450,10136805.4,12812921996,2713457847,2707884887,1037588080,0,3751045927,3092370.9,563,1136,0.331,0.669,1699,3.2,83.33,1.676,0.763,549,272,113,0,10,0,0,0,0,1,0,0,0,0,2310000,0,45.5
253,2020,15_Chonbuk,C131,4033,4593,5.09,234,61,6,16,0.852,1323,1127,1.96,1.968,0.896,59557,1.952,0.889,10911,1501,90680216,22.208,102,2.177,1623,10,0.353,40.4,23947.3,32.26,36.74,1784,213,1997,3,32890000,250889200,283779200,142102.754,307652130,64.43,56.05,0.047,0.378,100.9,94,111.6,104,7091549500,35,5636983500,14,1454566000,21,1543990.747,236377359,6492910723,11562547,52528651123,13981746388,13870975788,3617199995,0,17598946383,3957487.4,2900.8,2491.2,0.538,0.462,5392,3.46,88.12,1.64,0.789,1593,1152,172,0,18,16,0,0,0.194,0.806,414.286,3.484,90.199,33.333,126095990,254.739,75
254,2020,15_Chonbuk,C132,1478,1717,10.6,182,35,8,103,0.792,530,420,1.868,1.884,0.858,22764,1.851,0.843,3448,323,45436543,82.12,141,3.494,1092,6,0.636,40.4,29891.4,30.16,35.04,692,103,795,6,80000,197602580,197682580,248657.333,21210580,68.06,59.04,0.101,0.205,249.8,225.5,215.4,194.5,4716086000,22,4131359000,9,584727000,13,2746701.223,617469815,4699842680,11572722.7,19083419760,5502091314,5479991314,1812923620,0,7315014934,4493252.4,1096,965,0.532,0.468,2061,3.34,85.44,1.638,0.788,626,398,90,7,26,2,6,0,0.235,0.765,325,4.659,189.284,0,6678530,46.379,74.5
255,2020,15_Chonbuk,C133,2036,1743,2.93,51,15,3,67,0.345,847,292,1.874,1.889,0.86,14853,1.859,0.846,1784,248,9307230,92.943,162,1.147,965,2,0.554,51.4,22661.7,36.36,31.13,464,160,624,2,7000000,21300000,28300000,45352.564,163900000,65.12,74.67,0.097,0.142,64.8,87.7,111.9,151.5,3596578476,18,3007118476,9,589460000,9,2063441.466,229284707,3886708943,11473515.7,20250755240,5547766055,5475851450,1902141875,0,7449907930,4403018.9,1256.5,1301.5,0.491,0.509,2558,3.22,83.93,1.749,0.796,635,365,113,2,12,2,0,0,0.5,0.5,100,1.147,57.372,0,0,0,66.3
256,2020,15_Chonbuk,C134,2582,3546,8.38,297,80,12,168,0.573,1315,754,1.853,1.938,0.882,43944,1.768,0.805,9553,358,103000930,71.912,255,1.692,947,6,0.267,38.4,21943.1,28.69,39.4,0,347,347,1,72000000,0,72000000,207492.795,72000000,70.31,51.43,0.07,0.45,224.5,187.5,178.8,149.3,7678869840,27,7230941940,13,447927900,14,2165501.929,600334234,4520611818,10711999.5,38723878217,10683553390,10405216670,2462290990,0,13145844380,3736738,2318.2,2686.5,0.463,0.537,5004.7,3.41,86.02,1.623,0.739,1490,848,234,9,14,4,6,0,0.4,0.6,150,2.82,42.301,33.333,13793000,213.646,78.2
257,2020,15_Chonbuk,C135,1650,1673,0,0,0,0,0,0.416,647,269,1.946,1.869,0.85,16189,2.022,0.92,9480,0,0,401.674,672,0,0,0,0,40.4,48572.5,30.56,30.98,1566,132,1698,0,0,0,0,0,0,65.06,64.29,0,0.119,1666.9,1644.1,396.7,391.3,1893807140,33,1821345140,31,72462000,2,1131982.75,1034580845,3101679852,0,0,96712500,96712500,341540060,0,438252560,271700.3,1216.8,591.2,0.673,0.327,1808,3.61,90.1,1.61,0.899,550,221,152,0,1,0,0,0,0.074,0.926,1250,0,747.161,50,1802400,5.89,84.4
258,2020,16_Chonnam,C136,1992,1818,0,0,0,0,0,0.463,659,305,1.696,1.681,0.765,39132,1.71,0.778,3535,0,0,6.051,11,9.901,977,18,0.537,12.9,4365.8,31.13,28.41,367,0,367,2,12500000,0,12500000,34059.946,0,72.73,80,0,0.007,368.8,999.4,151.6,205.3,1429079000,3,0,0,1429079000,3,786072.057,116685289,1631434563,7358155.3,14731026982,5398490410,5341968410,968537210,0,6367027620,3298978,1450,1360,0.516,0.484,2810,3.48,86.62,1.339,0.644,833,574,95,0,45,5,2,0,0.333,0.667,200,3.85,110.011,0,0,0,71.9
259,2020,16_Chonnam,C137,1850,648,0,0,0,0,0,0.439,412,181,2.054,2.073,0.943,17152,2.036,0.927,1535,0,0,0,0,7.716,255,5,0.394,34.2,0,39.36,13.79,0,0,0,1,0,0,0,0,0,51.65,138.24,0.032,0.005,131.3,729.4,125.9,349.6,57924000,2,41924000,1,16000000,1,89388.889,27885500,89646265,8031608.9,7999482432,244770020,241266240,1764291110,0,2009061130,2073334.5,934,367,0.718,0.282,1301,3.49,86.78,1.69,0.868,384,299,24,0,4,0,0,0,0.4,0.6,150,0,231.481,50,20334730,274.794,72.4
260,2020,16_Chonnam,C138,1606,1699,0,0,0,0,0,0.49,628,308,1.898,1.893,0.862,19905,1.904,0.866,3591,66,6071500,0,0,2.943,861,5,0.507,31.6,19391.4,31.49,33.31,130,87,217,5,1800000,0,1800000,8294.931,0,68.92,65.38,0.382,0.09,569.5,560,184.1,181,428833000,6,332617000,4,96216000,2,252403.178,19213836,339043413,7354761.5,12767865930,4197884160,4137544160,843336840,0,5041221000,3033225.6,1235,993,0.554,0.446,2228,3.42,86.01,1.393,0.777,507,440,34,0,25,0,0,0,0.519,0.481,92.857,0,54.654,0,12806480,64.032,71.5
261,2020,16_Chonnam,C139,2294,2334,1.07,25,19,2,2,0.989,621,614,1.849,1.875,0.854,38676.352,1.823,0.83,4919,0,0,32.562,76,6.855,119,16,0.051,31.1,22225.8,32.31,32.87,757,145,902,0,0,0,0,0,0,63.39,62.28,0.148,0.073,183.7,187.4,173.4,176.9,1290000000,3,1110000000,2,180000000,1,552699.229,52701400,1749519253,9281015.3,21225682032,7624715260,7233328100,1256357045,0,8881072305,3954172.9,1781,847,0.678,0.322,2628,3.25,83.74,1.637,0.745,748,548,62,0,19,1,0,0,0.182,0.818,450,0.428,192.802,50,19889600,77.271,71.1
262,2020,16_Chonnam,C140,2446,2529,13.92,352,109,3,262,0.413,1006,415,1.8,1.843,0.839,30665,1.758,0.8,6562,686,82696030,105.575,267,2.768,1480,7,0.585,42.2,26668.2,32.61,33.72,975,83,1058,1,0,16800000,16800000,15879.017,16800000,63.56,61.48,0.066,0.072,338.6,345.3,152.5,155.5,5443737300,16,4814537300,10,629200000,6,2152525.623,113449199,4538910294,9467224.5,25504702835,6271934938,6227979438,2067170240,0,8339105178,3228457.3,1976,1529,0.564,0.436,3505,3.35,85.19,1.554,0.707,1087,607,82,0,14,6,3,0,0.56,0.44,78.571,3.559,31.068,50,11694210,37.465,67.2
263,2020,16_Chonnam,C141,3171,3976,14.91,593,141,12,63,0.613,1494,916,1.84,1.854,0.844,55490,1.826,0.831,11557,674,64642000,30.433,121,1.006,363,4,0.091,29,28025.5,30.49,38.23,1507,51,1558,3,0,4854940,4854940,3116.136,4854940,65.82,52.53,0.273,0.06,149,151.4,128,130,5503190000,21,5072550000,5,430640000,16,1384102.113,361239652,5509892148,9338886.5,38578940023,12943269063,12902019063,2714111197,0,15657380260,3876548.7,2870,2493,0.535,0.465,5363,3.51,88.61,1.326,0.74,1531,973,287,2,58,4,0,0,0.423,0.577,136.364,1.006,34.297,50,2200000,29.333,77.9
264,2020,16_Chonnam,C142,1505,1320,0,0,0,0,0,0.243,720,175,2.04,2.034,0.925,18363,2.046,0.931,2457,171,16006900,176.515,233,1.515,419,2,0.317,64.5,38878.7,34.2,30,770,168,938,2,0,74924000,74924000,79876.333,12600000,61.11,68.75,0.019,0.006,613.4,718.4,172.7,202.3,5721323420,40,3991684536,15,1729638884,25,4334335.924,243257937,7289758666,0,0,1457803890,1399180430,418253970,0,1876057860,1484223,712.7,1341,0.347,0.653,2053.7,3.3,86.33,1.83,0.94,558,288,63,6,15,0,0,0,1,0,0,0,0,0,27314670,156.084,68.1
265,2020,16_Chonnam,C143,2777,2697,0,0,0,0,0,0.922,765,705,1.916,1.968,0.896,36162,1.864,0.848,5628,8,377950,49.685,134,4.82,857,13,0.318,34.8,22011.5,40.84,39.66,1594,104,1698,3,0,14884000,14884000,8765.607,14884000,51.52,51.91,0.127,0.329,66.2,67.8,141.4,144.9,5729812580,88,4274739980,28,1455072600,60,2124513.378,499498533,5048323089,11069250.2,29610244251,7083541920,7015041920,2095753070,0,9179294990,3533215.9,1508,1879,0.445,0.555,3387,3.36,74.64,1.641,0.747,869,660,73,0,18,0,0,0,0.167,0.833,500,0,185.391,50,12725830,70.699,72.7
266,2020,16_Chonnam,C144,1349,1372,38.99,535,6,7,22,0.671,416,279,1.568,1.598,0.727,16255,1.538,0.7,3667,0,0,70.7,97,2.915,457,4,0.333,20.7,17888.4,34.59,35.18,452,105,557,2,248200,26688680,26936880,48360.646,0,60,59.09,0.005,0.103,621.2,559.8,190,171.3,1618346062,4,1508346062,2,110000000,2,1179552.523,514429012,1737356965,8652783.1,11802396082,2964069539,2962069539,849250520,0,3813320059,2904280.3,719,1062,0.404,0.596,1781,3.57,89.36,1.485,0.829,567,330,23,0,21,4,0,0,0.353,0.647,183.333,2.915,133.625,100,0,0,74.2
267,2020,17_Jeju,C145,2355,2230,2.51,56,17,1,12,0.251,1039,261,1.973,1.946,0.886,25704,2.001,0.911,5044,60,3821630,137.22,306,5.381,343,12,0.154,31.9,32412.6,33.64,31.86,649,78,727,1,0,19789000,19789000,27220.083,0,65.42,67.31,0.035,0.051,160.2,173.5,179.3,194.2,6090861000,17,4181639000,6,1909222000,11,2731327.803,126118180,1626893293,9804345.3,22500972447,5630392614,5529340514,1410000000,0,7040392614,3222147.6,1649,1778,0.481,0.519,3427,3.42,85.49,1.733,0.789,733,520,64,0,8,3,0,0,0.227,0.773,340,1.345,152.466,50,7067440,70.674,77.1
268,2020,17_Jeju,C147,4646,6041,0,0,0,0,0,0.588,2060,1212,2.016,2.009,0.914,64335,2.023,0.921,10774,378,43685960,15.56,94,1.821,365,11,0.06,25.9,14483.2,30.97,40.27,1541,74,1615,4,10000000,82840570,92840570,57486.421,82840570,69.12,53.96,0.044,0.287,107,87,117.8,95.9,4888624000,27,4679823000,21,208801000,6,809240.854,1688324183,7065532743,7170078.2,44031450299,11487893980,11328651320,3132101274,0,14619995254,2453431,3720,3693,0.502,0.498,7413,3.32,83.76,1.793,0.816,1624,894,318,0,7,6,80,6,0.604,0.396,65.517,15.229,10.845,33.333,49947270,198.993,75.5
269,2021,01_Seoul,C001,4976,5867,5.73,336,52,11,122,1.076,1158,1246,1.819,1.819,0.828,58103,1.819,0.789,18515,1030,53886237,14.829,87,0,0,0,0,48.1,32462.5,31.9,37.61,1237,223,1460,6,6337222,569756549,576093771,394584.775,445220320,64.46,54.74,0.033,0.196,28.1,27.4,118.5,115.7,11047212000,28,10529212000,26,518000000,2,1882940.515,324338557,11266810954,10629868.7,62227251156,15280150570,14781880570,6660000000,839790000,21940150570,3934041.7,3716.8,3010.3,0.553,0.447,6727.1,3.5,88.59,1.598,0.727,2285,1511,255,23,16,7,0,0,0.518,0.482,93.103,1.193,15.869,33.333,19895806,61.397,67.9
270,2021,01_Seoul,C002,5752,6539,1.84,120,10,6,45,0.17,3453,586,1.741,1.741,0.792,68574,1.741,0.808,20479,1545,212266414,72.029,471,3.364,580,22,0.089,35.9,24244.8,30.76,34.97,1743,873,2616,8,203546250,469944319,673490569,257450.523,463529390,69.52,61.51,0.067,0.165,26.2,24.4,137.4,128,3586097923,14,2947951513,12,638146410,2,548416.872,391184853,1308718146,10363496.8,73249195639,17916005560,17638764065,6722683393,1241197690,24638688953,3716803.3,4008,5724,0.412,0.588,9732,3.36,84.43,1.531,0.697,2797,1495,477,59,42,25,0,0,0.135,0.865,642.857,3.823,98.311,33.333,4737260,28.452,56.7
271,2021,01_Seoul,C003,2599,2673,0,0,0,0,0,0.968,652,631,1.6,1.6,0.728,29830,1.6,0.791,6756,307,15554163,26.936,72,1.122,51,3,0.019,53.4,28032.7,33.75,34.71,614,205,819,2,10266570,0,10266570,12535.495,10266570,66.96,64.71,0.171,0.323,45.2,46.5,118.5,121.9,1595485000,13,794135000,9,801350000,4,596889.263,43766689,1477819866,10192197.8,29292376496,7468870430,7363641140,2233054660,261357200,9701925090,3498710.8,1643,1808,0.476,0.524,3451,3.65,88.23,1.52,0.731,1190,726,121,5,5,5,0,0,0.316,0.684,216.667,1.871,81.057,50,3385890,31.155,60.2
272,2021,01_Seoul,C004,1072,1329,1.43,19,16,1,18,0.844,461,389,1.869,1.869,0.851,16419,1.869,0.85,5630,253,9088400,9.029,12,3.762,488,5,0.367,49.2,40046,24.36,30.2,435,99,534,2,1448000,0,1448000,2711.61,610260,83.02,66.67,0.44,0.191,173.4,137.7,128,101.6,3209430113,11,3038930213,6,170499900,5,2414921.078,59232313,3276346290,12875101,17136759486,3095384557,3015893167,1229384885,270628000,4324769442,3313999.6,948,717,0.569,0.431,1665,3.46,84.66,1.488,0.764,459,354,39,0,6,1,0,0,0.462,0.538,116.667,0.752,87.785,0,19889600,423.89,79.4
273,2021,01_Seoul,C005,672,918,0,0,0,0,0,3.646,82,299,1.77,1.77,0.806,12276,1.77,0.683,3643,215,8400000,78.431,72,4.357,515,4,0.561,41.6,52247.5,24.89,34,165,12,177,3,0,0,0,0,0,79.41,58.7,0.133,0.744,39.7,30.1,106.8,81,2104800000,2,1604800000,1,500000000,1,2292810.458,59229719,2138409791,11293857.3,10548462748,1599333324,1494694764,913113890,206402150,2512447214,2692869.5,375,299,0.556,0.444,674,3.52,87.13,1.457,0.749,244,221,1,0,0,0,0,0,0,1,0,0,0,0,5052000,54.893,82.5
274,2021,01_Seoul,C006,5438,5670,5.34,303,15,9,21,0.219,2617,574,1.816,1.816,0.827,66682,1.816,0.839,11730,797,42237100,64.374,365,0.882,212,5,0.037,31.8,33440.3,32.76,34.16,1278,258,1536,4,18905623,261724500,280630123,182701.903,236567813,63.36,60.58,0.022,0.371,24,24.9,100.1,103.9,9018376800,29,6088850800,19,2929526000,10,1590542.646,505079761,8662425738,9738121.7,58964327040,14741853120,14604469300,5447267000,638254260,20189120120,3488099.5,3413,5122.5,0.4,0.6,8535.5,3.29,87.3,1.546,0.794,2424,1322,278,39,19,15,0,0,0.276,0.724,262.5,2.646,46.296,33.333,8397230,24.34,64.2
275,2021,01_Seoul,C007,3248,3273,0,0,0,0,0,1.158,679,786,1.519,1.519,0.691,39224,1.519,0.668,5826,335,4399999,12.832,42,1.528,558,5,0.17,56.5,35309.5,41.64,41.96,1272,343,1615,0,0,0,0,0,25702500,54.17,54.17,0.041,0.414,50.2,52.4,146.8,153.2,0,0,0,0,0,0,0,51291772,64922941,8027460.3,27261255160,8538396395,8457537450,3705717135,770412090,12244113530,3672499.6,1832,2103,0.466,0.534,3935,3.54,86.25,1.472,0.67,1471,923,130,106,8,11,0,0,0.19,0.81,425,3.361,129.85,0,27941882,271.28,64.3
276,2021,01_Seoul,C008,5644,5899,3.75,221,2,6,16,0.74,1513,1119,1.75,1.75,0.797,59538,1.75,0.782,21408,1613,53895110,4.408,26,2.543,949,15,0.161,43.7,11304.7,34,35.54,2399,580,2979,7,268000000,1888045000,2156045000,723747.902,202000000,61.94,59.07,0.006,0.019,56.2,58.5,120.8,125.8,5719721870,30,3744821870,27,1974900000,3,969608.725,518738649,5165652890,9393423.2,59948826687,16408138027,15932496647,4878995027,573300000,21287133054,3519116.1,4089,2913,0.584,0.416,7002,3.54,86.59,1.596,0.726,2390,1305,318,65,13,11,0,0,0.226,0.774,342.857,1.865,58.121,50,228160,1.962,60.5
277,2021,01_Seoul,C010,6218,6541,28.05,1835,2,25,25,0.679,1928,1309,1.501,1.501,0.683,71808,1.501,0.773,10748,1397,175981952,47.393,310,1.529,816,10,0.125,41,33605.6,34.93,36.75,1925,732,2657,4,13600000,108313397,121913397,45883.853,121913397,61.59,58.55,0.088,0.386,49.2,50.8,129.6,133.7,13177137343,52,9424653393,32,3752483950,20,2014544.77,1676472361,14736503297,10123674.3,67626144550,15657165054,15378138450,6278701885,1255420000,21935866939,3415205.8,3915.5,3930,0.499,0.501,7845.5,3.52,87.12,1.525,0.694,2361,1453,276,107,18,28,16,4,0.114,0.886,780,7.338,119.248,50,17467570,54.331,61.1
278,2021,02_Inchon,C011,4003,4584,2.23,102,18,2,49,0.776,1270,986,1.699,1.699,0.773,54106,1.699,0.779,13419,638,99809949,5.236,24,0.654,620,3,0.135,58,24888.6,35.74,40.93,1692,333,2025,5,41984799,0,41984799,20733.234,41984799,61.88,53.85,0.217,0.259,35.7,33.7,104.7,98.8,1513500000,14,841850000,8,671650000,6,330170.157,135965903,1775383826,9319069.5,44004646136,12862371770,12821820650,4758603870,889733340,17620975640,3798442.7,2615,2740,0.488,0.512,5355,3.49,85.27,1.544,0.703,1849,1168,232,18,6,2,1,0,0.25,0.75,300,0.654,65.445,50,0,0,65.4
279,2021,02_Inchon,C012,3321,3386,6.7,227,102,10,86,0.17,2431,414,1.786,1.786,0.813,48988,1.786,0.849,4440,979,116097218,43.414,147,1.181,1125,4,0.332,30.2,23209.1,33.55,34.2,2596,326,2922,3,0,34736980,34736980,11888.084,34736980,63.87,62.66,0.088,0.163,87.7,90.3,135.1,139.1,10378407550,13,7553488000,7,2824919550,6,3065093.783,160258042,9892320350,9759313,38559045708,9302343919,9226934890,3237666230,331939800,12540010149,3378235.5,2624,3052,0.462,0.538,5676,3.36,84.31,1.677,0.763,1570,991,178,11,13,0,0,0,0.346,0.654,188.889,0,55.785,50,25375000,0,70
280,2021,02_Inchon,C013,5716,6613,3.93,260,71,12,144,0.508,2634,1337,1.815,1.815,0.826,82598,1.815,0.803,6164,659,141944194,64.721,428,0.151,0,1,0,31.9,26962.6,33.43,38.67,1927,43,1970,2,1178060,49992609,51170669,25974.959,51170669,62.18,53.61,0.115,0.386,55,51.6,107.7,101,10799549500,51,10675049500,45,124500000,6,1633078.709,511992625,10592834169,10926158,75237523959,17524854790,17408253670,8418689360,1194500000,25943544150,4034765.8,5403,4215,0.562,0.438,9618,3.47,88.25,1.601,0.823,2805,1755,228,0,21,19,6,0,0.167,0.833,500,3.78,75.609,33.333,31762650,95.297,67.2
281,2021,03_Daejeon,C014,3662,2837,0,0,0,0,0,0.146,1720,251,1.917,1.917,0.872,43482,1.917,0.876,8525,610,19551271,0,0,2.82,295,8,0.104,50.1,22238.7,38.15,29.55,536,96,632,2,0,12858112,12858112,20345.114,12858112,54.24,69.57,0.066,0.117,253.4,317.7,154.5,193.6,4061744800,15,3898000000,7,163744800,8,1431704.195,248572476,3392073363,10934390.8,40905555796,9764179780,9708560390,3358636340,687879770,13122816120,3683080.6,2433,2396.1,0.504,0.496,4829.1,3.38,86.74,1.723,0.828,1673,942,287,19,18,0,0,1,0,1,0,0.352,0,50,12987710,21.192,65.6
282,2021,03_Daejeon,C015,4190,4078,0,0,0,0,0,0.657,1405,923,1.883,1.883,0.857,58105,1.883,0.877,14986,184,65634700,13.487,55,0.245,724,1,0.178,79.7,19372.4,33.79,32.89,1139,463,1602,4,0,36899180,36899180,23033.196,36899180,62,62.94,0.044,0.292,237.5,236.2,179.4,178.5,7797506646,15,7051890146,7,745616500,8,1912090.889,257676280,7813642958,10475739.3,46575137126,12532171430,12445813520,3553076690,440400000,16085248120,3742496.1,2793.8,2425.5,0.535,0.465,5219.3,3.4,87.42,1.707,0.877,1524,975,199,32,13,1,27,0,0.238,0.762,320,6.866,78.47,50,22531310,308.648,72.4
283,2021,03_Daejeon,C016,5363,5175,0,0,0,0,0,0.932,1351,1259,1.867,1.867,0.85,66059,1.867,0.749,17201,181,10954614,20.29,105,1.546,2802,8,0.541,43,28612.1,34.82,33.6,1336,234,1570,4,0,64995400,64995400,41398.344,64995400,57.68,59.46,0.071,0.305,69.6,79.1,133,151.3,6302917100,22,5694097100,15,608820000,7,1217954.995,169708985,5896059160,9442068.5,53791464187,14884106210,14741805160,4967699660,555000000,19851805870,3558309,4077.5,2345.5,0.635,0.365,6423,3.54,87.01,1.643,0.748,1995,1549,152,7,15,6,0,0,0.133,0.867,650,1.159,125.604,33.333,4402610,3.134,74.3
284,2021,03_Daejeon,C017,4510,3744,9.08,340,121,19,173,0.32,1764,564,1.892,1.892,0.861,49665,1.892,0.86,11859,1050,18466590,46.741,175,18.162,178,68,0.048,38.7,13816.6,37.58,31.2,1889,136,2025,3,16800,7248700,7265500,3587.901,11760500,57.97,68.97,0.02,0.108,111.9,129.9,128.1,148.7,7515476050,16,6922740050,11,592736000,5,2007338.689,174208179,7251932420,10088044.4,45971218249,12206674610,12073064830,3524480690,265887300,15731155300,3617189.1,2399.2,3395.9,0.414,0.586,5795.1,3.34,87.6,1.582,0.813,1877,1085,282,12,11,20,1,3,0.298,0.702,235.714,6.41,62.958,50,11820840,12.509,67.4
285,2021,04_Sejong,C018,3090,3071,0.85,26,5,2,7,0.529,934,494,1.797,1.797,0.818,32061,1.797,0.813,10350,1677,134873485,80.104,246,0.977,227,3,0.074,37.8,16470.8,33.23,33.02,726,432,1158,1,16040000,62002370,78042370,67394.102,78042370,62,62,0.033,0.039,328.7,342.4,150.9,157.2,6350590000,11,6325090000,9,25500000,2,2067922.501,738369836,3016774452,10509613.8,35837783219,8801302891,8718170971,2877982690,410033490,11679285581,3592520.9,2303,1671,0.58,0.42,3974,3.33,87.82,1.459,0.75,1271,703,298,52,7,19,10,0,0.188,0.813,433.333,9.443,141.105,0,3373000,0,70.5
286,2021,05_Daegu,C019,4740,4677,7.93,371,148,11,202,0.505,1803,911,1.859,1.859,0.846,67674,1.859,0.886,16129,142,10186362,57.516,269,0.428,1840,2,0.393,44.7,21724,38.23,37.72,2069,112,2181,7,23728010,99440760,123168770,56473.53,41024760,56.36,57.14,0.027,0.272,171.6,186.4,136.4,148.2,9291598200,33,8768610000,18,522988200,15,1986657.729,886238593,9716734627,11712746.6,58657434780,16438247600,16307868180,5610724040,958600000,22048971640,4554631.6,2851.8,3551.1,0.445,0.555,6402.9,3.49,88.87,1.542,0.86,2073,1222,336,54,26,1,0,0,0.318,0.682,214.286,0.214,45.817,50,84079,0.934,62
287,2021,05_Daegu,C020,1538,1639,6.16,101,33,8,156,0.387,786,304,1.762,1.762,0.802,20008,1.762,0.783,3287,216,28914953,194.021,318,1.22,1429,2,0.872,66.5,21670.4,35.77,38.12,2983,199,3182,4,26268512,0,26268512,8255.346,26268512,57.33,54.43,0.3,0.073,248.9,212,335.8,286,532383000,10,375490000,7,156893000,3,324821.843,254929960,640112353,11397017,18930445229,4101419430,4073986730,2483914775,90269280,6585334205,4157408,1163.7,1300.6,0.472,0.528,2464.3,3.49,86.75,1.689,0.812,680,391,132,49,11,0,0,0,0.333,0.667,200,0,122.026,50,0,0,57.4
288,2021,05_Daegu,C021,3879,4006,6.47,259,73,9,122,0.376,1899,714,1.778,1.778,0.809,56527,1.778,0.831,8392,248,16911770,30.954,124,1.997,294,8,0.073,38.6,22882.4,31.03,32.05,1111,116,1227,3,0,41071470,41071470,33473.081,41071470,67.57,64.77,0.17,0.201,65.1,62.1,183.8,175.2,10244760676,28,8971041706,14,1273718970,14,2557354.138,1158748755,9637235462,11005870.5,45047028108,13244774111,13197274111,4978431333,546863910,18223205444,4584454.2,2609.1,2948,0.47,0.53,5557.1,3.5,86.83,1.546,0.744,1397,956,153,0,29,0,0,0,0.205,0.795,388.889,0,97.077,50,13028980,33.408,64.4
289,2021,05_Daegu,C022,6192,6672,0.67,45,4,1,1,0.761,2208,1680,1.912,1.912,0.87,100851,1.912,0.785,13872,1803,128288040,21.133,141,0.3,454,2,0.068,35.6,23880.2,33.11,35.68,2463,1302,3765,4,7696642,314338030,322034672,85533.777,314338030,61.11,56.67,0.041,0.134,30,28.6,137.7,131.3,11218040350,37,10569962350,20,648078000,17,1681360.964,559227305,10382310522,9872634.4,68703662511,19984352334,19805255004,6476209230,666500000,26460561564,3908502.4,4010.5,4328.5,0.481,0.519,8339,3.49,86.31,1.683,0.766,2457,1609,188,3,11,12,20,2,0.311,0.689,221.429,5.096,33.188,25,0,0,75.7
290,2021,05_Daegu,C023,3235,3302,7.81,258,89,9,130,0.763,988,754,1.806,1.806,0.822,46797,1.806,0.813,7583,277,47956849,32.707,108,3.028,335,10,0.101,37,38595.2,38.51,39.31,530,170,700,3,0,178010324,178010324,254300.463,29659555,54.9,53.85,0.11,0.251,281.8,261.3,192.3,178.2,8673108863,29,6619576310,20,2053532553,9,2626622.914,64554900,8438929430,11085873.5,38623183330,9644584750,9564559250,3234515160,317700000,12879099910,3866436.5,1569.3,2419.7,0.393,0.607,3989,3.52,86.77,1.648,0.75,1309,736,208,0,21,3,0,0,0.174,0.826,475,0.909,143.852,33.333,20006700,16.548,60
